loan_id,customer_id,disbursement_date,loan_amount,interest_rate,term_months,product_type_id,channel_id,dsa_id,region_id,loan_status,total_received,credit_score,created_at,updated_at
LN006760,42919,6/25/23,275000000,13.28,60,1,3,,2,Approved,457600000,High,6/25/23 0:52,7/25/23 0:52
LN006761,67196,12/22/23,491000000,24.71,12,2,3,,3,Approved,612326100,Low,12/22/23 6:31,1/19/24 6:31
LN006762,89401,2/26/23,494000000,7.28,24,1,2,,1,Charged-off,565926400,High,2/26/23 20:46,3/20/23 20:46
LN006763,10495,6/6/23,305000000,19.37,60,2,1,,3,Approved,600392500,Medium,6/6/23 13:15,7/5/23 13:15
LN006764,54755,8/19/23,322000000,10.2,24,2,2,,1,Approved,387688000,High,8/19/23 3:26,9/13/23 3:26
LN006765,77684,8/30/23,96000000,13.4,36,3,2,,2,Approved,134592000,Medium,8/30/23 0:39,9/20/23 0:39
LN006766,43324,1/12/23,44000000,13.36,12,2,3,,3,Charged-off,49878400,High,1/12/23 2:39,1/23/23 2:39
LN006767,88929,6/19/23,259000000,23.64,12,2,2,,2,Approved,320227600,Medium,6/19/23 15:42,7/10/23 15:42
LN006768,11552,4/18/23,272000000,5.21,48,2,3,,3,Approved,328684800,Low,4/18/23 11:52,4/27/23 11:52
LN006769,61272,10/3/23,326000000,12.34,36,1,3,,3,Approved,446685200,High,10/3/23 21:01,10/12/23 21:01
LN006770,45853,4/19/23,478000000,22.05,24,1,2,,1,Charged-off,688798000,Low,4/19/23 23:08,5/13/23 23:08
LN006771,42924,4/15/23,75000000,23.21,24,1,3,,2,Charged-off,109815000,Low,4/15/23 1:03,4/24/23 1:03
LN006772,84462,10/7/23,154000000,11.23,24,2,1,,2,Approved,188588400,Low,10/7/23 22:29,10/24/23 22:29
LN006773,33889,9/25/23,274000000,9.84,24,3,3,,1,Approved,327923200,Medium,9/25/23 1:20,10/22/23 1:20
LN006774,64675,5/13/23,189000000,14.23,12,1,3,,1,Approved,215894700,Medium,5/13/23 3:34,5/22/23 3:34
LN006775,83591,10/8/23,414000000,19.92,12,1,1,,2,Approved,496468800,High,10/8/23 14:57,10/23/23 14:57
LN006776,80190,9/5/23,199000000,8.08,24,1,1,,3,Approved,231158400,High,9/5/23 1:12,9/24/23 1:12
LN006777,32634,11/15/23,296000000,20.69,48,3,1,,3,Approved,540969600,High,11/15/23 13:04,11/19/23 13:04
LN006778,42363,3/14/23,424000000,15.25,60,1,3,,3,Approved,747300000,Low,3/14/23 15:42,3/14/23 15:42
LN006779,73752,12/22/23,309000000,7.82,36,1,3,,3,Approved,381491400,Low,12/22/23 19:33,1/5/24 19:33
LN006780,87004,12/24/23,472000000,18.44,24,2,3,,2,Approved,646073600,Medium,12/24/23 22:03,1/1/24 22:03
LN006781,66398,12/9/23,162000000,17.56,36,1,3,,1,Charged-off,247341600,High,12/9/23 9:12,12/10/23 9:12
LN006782,50718,1/10/23,77000000,17.45,24,1,1,,1,Approved,103873000,High,1/10/23 19:36,1/21/23 19:36
LN006783,92916,7/12/23,143000000,20.1,48,2,3,,1,Approved,257972000,Medium,7/12/23 1:08,7/15/23 1:08
LN006784,36870,10/26/23,325000000,8.62,60,2,3,,1,Approved,465075000,High,10/26/23 16:41,11/20/23 16:41
LN006785,47394,12/6/23,363000000,18.95,24,2,3,,3,Approved,500577000,Medium,12/6/23 18:32,12/29/23 18:32
LN006786,62057,9/27/23,458000000,22.75,24,1,2,,3,Approved,666390000,High,9/27/23 14:45,10/23/23 14:45
LN006787,89795,1/23/23,214000000,15.61,60,2,3,,2,Approved,381027000,Medium,1/23/23 23:55,2/14/23 23:55
LN006788,90409,5/11/23,366000000,14.72,24,2,2,,1,Approved,473750400,Low,5/11/23 20:23,5/28/23 20:23
LN006789,23016,3/29/23,108000000,20.96,12,2,3,,2,Approved,130636800,Medium,3/29/23 6:04,4/25/23 6:04
LN006790,52137,1/31/23,495000000,7.92,48,2,1,,1,Approved,651816000,Medium,1/31/23 18:03,2/14/23 18:03
LN006791,10153,5/26/23,491000000,11.82,12,3,3,,1,Approved,549036200,Medium,5/26/23 10:40,5/26/23 10:40
LN006792,17853,4/13/23,20000000,22.08,48,1,3,,2,Approved,37664000,Medium,4/13/23 10:42,4/19/23 10:42
LN006793,22379,12/23/23,266000000,15,12,2,3,,2,Approved,305900000,Medium,12/23/23 23:12,1/13/24 23:12
LN006794,25792,11/13/23,426000000,21.81,12,2,2,,3,Approved,518910600,High,11/13/23 3:20,11/17/23 3:20
LN006795,48367,5/19/23,436000000,10.04,24,1,3,,3,Charged-off,523548800,Medium,5/19/23 13:34,5/24/23 13:34
LN006796,28100,1/28/23,110000000,12.79,48,1,2,,2,Charged-off,166276000,Low,1/28/23 5:19,1/31/23 5:19
LN006797,73456,8/27/23,221000000,21.47,48,1,3,,3,Approved,410794800,High,8/27/23 3:44,9/19/23 3:44
LN006798,21049,12/2/23,24000000,8.27,24,1,3,,2,Charged-off,27969600,Low,12/2/23 12:27,12/22/23 12:27
LN006799,10786,1/5/23,307000000,22.9,48,3,1,,1,Approved,588212000,Medium,1/5/23 19:44,1/19/23 19:44
LN006800,79904,2/4/23,356000000,11.2,48,1,1,,2,Approved,515488000,High,2/4/23 8:04,2/18/23 8:04
LN006801,40699,7/18/23,444000000,24.45,24,1,2,,3,Approved,661116000,Medium,7/18/23 22:41,7/28/23 22:41
LN006802,57691,12/5/23,128000000,21.55,36,2,1,,1,Approved,210752000,Medium,12/5/23 18:45,12/24/23 18:45
LN006803,47040,5/19/23,74000000,14.11,60,1,2,,3,Charged-off,126207000,Low,5/19/23 19:58,6/7/23 19:58
LN006804,67986,12/6/23,237000000,19.84,12,1,2,,3,Approved,284020800,Medium,12/6/23 14:28,12/7/23 14:28
LN006805,48762,12/4/23,370000000,16.11,48,1,3,,2,Approved,608428000,Medium,12/4/23 15:11,12/8/23 15:11
LN006806,33600,7/4/23,284000000,22.06,60,2,2,,1,Approved,597252000,Medium,7/4/23 13:42,7/15/23 13:42
LN006807,29810,2/25/23,208000000,15.36,24,2,1,,1,Approved,271897600,High,2/25/23 23:06,3/21/23 23:06
LN006808,95703,1/10/23,250000000,24.76,48,1,1,,2,Approved,497600000,Low,1/10/23 8:31,1/18/23 8:31
LN006809,97347,5/30/23,311000000,7.67,60,1,1,,1,Approved,430268500,Low,5/30/23 12:02,6/22/23 12:02
LN006810,67204,11/29/23,33000000,18.53,12,1,2,,3,Approved,39114900,High,11/29/23 6:45,12/27/23 6:45
LN006811,30085,7/17/23,368000000,9.91,60,3,1,,1,Approved,550344000,High,7/17/23 14:37,8/6/23 14:37
LN006812,56854,4/29/23,152000000,8.82,36,1,3,,1,Approved,192219200,Medium,4/29/23 16:36,5/18/23 16:36
LN006813,84797,7/14/23,166000000,13.17,48,2,1,,3,Approved,253448800,High,7/14/23 8:11,8/13/23 8:11
LN006814,94269,9/18/23,184000000,12.35,12,2,3,,2,Approved,206724000,Medium,9/18/23 12:33,10/4/23 12:33
LN006815,49779,12/30/23,236000000,5.93,12,1,3,,1,Approved,249994800,High,12/30/23 22:59,1/6/24 22:59
LN006816,66207,2/20/23,276000000,13.55,12,2,3,,1,Approved,313398000,Medium,2/20/23 12:09,3/10/23 12:09
LN006817,43980,6/11/23,474000000,24.04,36,2,3,,2,Approved,815848800,High,6/12/23 0:00,6/14/23 0:00
LN006818,66117,9/6/23,477000000,14.34,60,2,2,,1,Approved,819009000,High,9/6/23 17:59,9/6/23 17:59
LN006819,24141,11/2/23,177000000,11.04,12,2,3,,1,Approved,196540800,Low,11/2/23 20:17,12/2/23 20:17
LN006820,19344,9/30/23,470000000,23.98,36,1,2,,1,Approved,808118000,Medium,9/30/23 13:54,10/6/23 13:54
LN006821,25896,2/15/23,435000000,15.11,48,3,3,,2,Approved,697914000,High,2/15/23 1:33,2/20/23 1:33
LN006822,99353,4/6/23,122000000,10.74,48,2,3,,3,Approved,174411200,Low,4/6/23 16:41,4/6/23 16:41
LN006823,39813,4/12/23,63000000,20.66,24,1,3,,1,Charged-off,89031600,Low,4/12/23 1:58,5/4/23 1:58
LN006824,94431,9/14/23,200000000,9.47,36,1,2,,3,Approved,256820000,High,9/14/23 15:30,9/22/23 15:30
LN006825,75679,8/23/23,275000000,9.95,12,3,3,,2,Charged-off,302362500,Medium,8/23/23 4:22,8/26/23 4:22
LN006826,20681,10/15/23,211000000,11.49,36,1,1,,1,Approved,283731700,Medium,10/15/23 4:32,11/7/23 4:32
LN006827,82903,12/31/23,389000000,12.9,36,1,3,,1,Approved,539543000,High,12/31/23 18:13,1/1/24 18:13
LN006828,13228,1/12/23,196000000,16.66,60,1,2,,3,Approved,359268000,High,1/12/23 18:22,1/19/23 18:22
LN006829,14582,1/21/23,291000000,15.31,24,3,3,,1,Approved,380104200,High,1/21/23 7:19,2/10/23 7:19
LN006830,88683,5/7/23,294000000,19.87,36,1,3,,1,Approved,469253400,Medium,5/7/23 9:13,5/22/23 9:13
LN006831,21397,9/29/23,490000000,19.34,12,2,2,,1,Approved,584766000,Low,9/29/23 2:54,10/3/23 2:54
LN006832,48799,6/6/23,347000000,5.91,24,1,3,,3,Charged-off,388015400,Medium,6/6/23 7:17,6/22/23 7:17
LN006833,47011,6/20/23,326000000,7.68,48,1,1,,1,Charged-off,426147200,Medium,6/20/23 7:52,7/14/23 7:52
LN006834,89183,9/8/23,215000000,9.3,36,1,2,,3,Approved,274985000,Medium,9/8/23 11:47,9/10/23 11:47
LN006835,54264,7/21/23,53000000,16.95,60,1,2,,1,Approved,97917500,Medium,7/21/23 3:38,7/22/23 3:38
LN006836,52317,3/22/23,278000000,22.91,12,2,3,,1,Approved,341689800,High,3/22/23 6:37,3/26/23 6:37
LN006837,57914,1/10/23,91000000,11.5,36,1,2,,1,Approved,122395000,Low,1/10/23 20:53,2/8/23 20:53
LN006838,94633,6/27/23,452000000,24.27,60,2,2,,1,Approved,1000502000,Medium,6/27/23 0:14,7/21/23 0:14
LN006839,55254,12/17/23,256000000,8.46,48,2,1,,3,Approved,342630400,Medium,12/17/23 2:32,1/14/24 2:32
LN006840,50096,6/30/23,488000000,23.49,36,2,1,,3,Approved,831893600,High,6/30/23 9:17,7/19/23 9:17
LN006841,63785,7/1/23,266000000,21.02,60,2,2,,1,Approved,545566000,Low,7/1/23 6:28,7/15/23 6:28
LN006842,62344,11/17/23,312000000,12.78,12,1,2,,3,Approved,351873600,Medium,11/17/23 1:36,11/22/23 1:36
LN006843,92643,6/4/23,57000000,9.13,12,1,1,,2,Approved,62204100,Medium,6/4/23 20:36,6/23/23 20:36
LN006844,78546,5/1/23,368000000,12.83,48,3,3,,3,Approved,556857600,Medium,5/1/23 15:58,5/11/23 15:58
LN006845,81091,9/14/23,129000000,9.27,24,2,2,,1,Approved,152916600,High,9/14/23 10:34,10/10/23 10:34
LN006846,75603,5/22/23,377000000,16.22,36,2,1,,3,Approved,560448200,Low,5/22/23 5:37,6/17/23 5:37
LN006847,38412,2/1/23,493000000,16.5,60,1,1,,1,Approved,899725000,High,2/1/23 16:48,2/15/23 16:48
LN006848,61658,11/17/23,80000000,20.36,48,1,3,,3,Approved,145152000,Medium,11/17/23 21:40,11/27/23 21:40
LN006849,59549,5/12/23,39000000,15.56,48,1,3,,1,Approved,63273600,Low,5/12/23 10:34,5/23/23 10:34
LN006850,21549,7/18/23,289000000,11.9,60,2,2,,3,Approved,460955000,Low,7/18/23 20:58,8/15/23 20:58
LN006851,81216,1/16/23,29000000,23.23,24,2,1,,2,Charged-off,42473400,Low,1/16/23 7:44,1/19/23 7:44
LN006852,35739,10/12/23,307000000,6.56,24,3,3,,3,Approved,347278400,High,10/12/23 14:45,10/16/23 14:45
LN006853,31209,5/24/23,159000000,21.18,48,3,3,,2,Approved,293704800,Medium,5/24/23 13:49,6/6/23 13:49
LN006854,97968,4/26/23,301000000,13.19,48,1,1,,3,Approved,459807600,Medium,4/26/23 22:57,5/2/23 22:57
LN006855,25116,3/19/23,205000000,8.62,48,2,2,,1,Approved,275684000,Low,3/19/23 7:40,4/2/23 7:40
LN006856,30045,6/24/23,219000000,7.41,48,2,3,,3,Approved,283911600,Low,6/24/23 10:42,6/25/23 10:42
LN006857,36327,7/21/23,176000000,9.42,48,2,2,,3,Approved,242316800,High,7/21/23 16:22,8/10/23 16:22
LN006858,45709,12/3/23,39000000,7.44,36,3,3,,3,Approved,47704800,High,12/3/23 19:22,12/4/23 19:22
LN006859,53617,3/12/23,196000000,14.18,36,2,2,,1,Approved,279378400,High,3/12/23 14:07,3/27/23 14:07
LN006860,70139,2/14/23,353000000,11.99,36,1,3,,3,Approved,479974100,Medium,2/14/23 15:04,3/10/23 15:04
LN006861,36905,7/15/23,311000000,12.13,12,2,3,,1,Approved,348724300,Medium,7/15/23 2:08,8/3/23 2:08
LN006862,74148,9/24/23,335000000,8.14,36,2,3,,2,Approved,416807000,Medium,9/24/23 23:42,10/7/23 23:42
LN006863,82603,12/14/23,320000000,18.19,36,1,3,,3,Approved,494624000,High,12/14/23 9:08,1/7/24 9:08
LN006864,52919,11/10/23,91000000,17.16,24,1,3,,2,Approved,122231200,Medium,11/10/23 17:45,12/9/23 17:45
LN006865,93521,11/17/23,54000000,24.65,48,1,2,,3,Approved,107244000,Low,11/17/23 0:45,12/16/23 0:45
LN006866,93400,12/18/23,156000000,8.35,60,1,1,,2,Approved,221130000,Low,12/18/23 6:41,1/7/24 6:41
LN006867,98150,4/27/23,153000000,21.68,24,1,3,,2,Approved,219340800,High,4/28/23 0:00,5/21/23 0:00
LN006868,68446,8/2/23,86000000,5.68,12,1,3,,1,Approved,90884800,High,8/2/23 22:47,8/8/23 22:47
LN006869,62428,5/4/23,302000000,6.47,24,2,1,,3,Approved,341078800,High,5/4/23 0:22,5/10/23 0:22
LN006870,57894,10/21/23,228000000,17.96,60,2,3,,3,Approved,432744000,Medium,10/21/23 22:40,11/12/23 22:40
LN006871,91149,3/20/23,75000000,13.13,24,2,2,,1,Approved,94695000,Low,3/20/23 1:45,3/20/23 1:45
LN006872,16447,8/7/23,303000000,9.61,24,2,3,,3,Approved,361236600,High,8/7/23 15:34,9/1/23 15:34
LN006873,15499,6/9/23,32000000,5.06,36,2,3,,3,Approved,36857600,High,6/9/23 22:59,6/14/23 22:59
LN006874,49041,11/6/23,274000000,18.26,12,1,3,,2,Approved,324032400,High,11/6/23 7:47,11/11/23 7:47
LN006875,41315,6/18/23,84000000,13.82,36,2,3,,1,Approved,118826400,Medium,6/18/23 12:25,6/29/23 12:25
LN006876,11299,8/18/23,87000000,8.42,60,1,2,,1,Approved,123627000,High,8/18/23 21:27,8/21/23 21:27
LN006877,14994,10/5/23,497000000,24.44,12,2,3,,2,Approved,618466800,High,10/5/23 14:54,10/19/23 14:54
LN006878,91163,3/9/23,388000000,12.02,60,3,2,,3,Approved,621188000,Medium,3/9/23 12:27,3/21/23 12:27
LN006879,17489,4/16/23,325000000,11.06,60,1,3,,1,Approved,504725000,Low,4/16/23 19:08,4/29/23 19:08
LN006880,42355,12/1/23,239000000,15.21,24,1,3,,2,Approved,311703800,High,12/1/23 5:14,12/14/23 5:14
LN006881,83805,3/12/23,422000000,10.54,24,3,2,,1,Approved,510957600,Medium,3/12/23 13:18,4/7/23 13:18
LN006882,78367,10/25/23,200000000,10.46,24,2,3,,1,Approved,241840000,Medium,10/25/23 0:51,11/11/23 0:51
LN006883,87355,10/5/23,217000000,24.33,24,3,3,,1,Approved,322592200,Medium,10/5/23 17:31,10/24/23 17:31
LN006884,97173,12/17/23,129000000,10.22,12,1,2,,1,Approved,142183800,Medium,12/17/23 5:56,1/5/24 5:56
LN006885,11996,4/14/23,401000000,17.11,36,3,1,,2,Approved,606833300,Low,4/14/23 11:41,4/19/23 11:41
LN006886,54387,3/12/23,191000000,5.75,12,2,1,,2,Approved,201982500,High,3/12/23 6:11,3/15/23 6:11
LN006887,13089,6/8/23,482000000,8.09,24,3,3,,3,Approved,559987600,Low,6/8/23 22:50,7/6/23 22:50
LN006888,30659,12/19/23,73000000,5.44,48,1,3,,2,Approved,88884800,High,12/19/23 14:10,12/24/23 14:10
LN006889,55178,12/28/23,113000000,15.69,60,2,1,,1,Approved,201648500,High,12/28/23 8:05,1/12/24 8:05
LN006890,91268,9/26/23,189000000,14.83,24,2,3,,1,Approved,245057400,High,9/26/23 16:04,10/5/23 16:04
LN006891,95042,3/11/23,228000000,11.62,24,1,3,,1,Approved,280987200,Medium,3/11/23 20:10,3/24/23 20:10
LN006892,80726,8/9/23,209000000,19.01,60,2,1,,2,Approved,407654500,Low,8/9/23 9:01,8/14/23 9:01
LN006893,80111,3/16/23,209000000,17.52,60,3,3,,2,Approved,392084000,High,3/16/23 2:19,3/19/23 2:19
LN006894,44565,12/2/23,224000000,17.01,36,1,1,,3,Approved,338307200,High,12/2/23 4:49,12/29/23 4:49
LN006895,99242,10/17/23,447000000,11.73,12,1,1,,2,Approved,499433100,High,10/17/23 17:17,10/23/23 17:17
LN006896,32884,3/22/23,42000000,11.54,60,3,3,,3,Approved,66234000,High,3/22/23 17:51,3/28/23 17:51
LN006897,27199,6/12/23,127000000,22.47,12,2,2,,1,Approved,155536900,High,6/12/23 13:19,6/21/23 13:19
LN006898,70038,2/4/23,382000000,15.88,24,3,1,,3,Approved,503323200,High,2/4/23 14:38,2/15/23 14:38
LN006899,67786,10/13/23,373000000,10.44,48,2,1,,1,Approved,528764800,High,10/13/23 19:54,10/31/23 19:54
LN006900,59294,9/30/23,96000000,15.86,48,1,3,,1,Approved,156902400,Low,9/30/23 3:32,10/28/23 3:32
LN006901,88015,3/2/23,211000000,10.34,36,3,3,,2,Approved,276452200,Low,3/2/23 3:01,3/24/23 3:01
LN006902,44178,4/5/23,466000000,8.71,36,1,3,,3,Approved,587765800,High,4/5/23 4:18,4/16/23 4:18
LN006903,22665,6/12/23,98000000,10.64,36,1,2,,3,Approved,129281600,High,6/12/23 22:56,6/29/23 22:56
LN006904,10534,3/16/23,338000000,17.58,48,3,3,,1,Approved,575681600,Low,3/16/23 4:23,3/21/23 4:23
LN006905,46132,1/16/23,291000000,15.32,60,1,1,,1,Approved,513906000,High,1/16/23 6:41,2/5/23 6:41
LN006906,46110,6/13/23,39000000,8.29,60,2,1,,2,Approved,55165500,Medium,6/13/23 5:40,7/2/23 5:40
LN006907,68754,7/31/23,28000000,23.16,60,2,3,,1,Approved,60424000,High,7/31/23 2:34,8/30/23 2:34
LN006908,73580,7/30/23,59000000,14.97,24,2,3,,3,Approved,76664600,Medium,7/30/23 9:00,8/10/23 9:00
LN006909,32469,6/5/23,32000000,20.87,12,2,2,,1,Approved,38678400,High,6/5/23 21:23,7/5/23 21:23
LN006910,74016,8/15/23,141000000,11.61,24,2,1,,3,Approved,173740200,High,8/15/23 22:26,8/27/23 22:26
LN006911,56233,11/23/23,140000000,24.15,36,2,3,,2,Approved,241430000,High,11/23/23 5:40,12/22/23 5:40
LN006912,76708,5/21/23,350000000,20.04,36,2,1,,1,Approved,560420000,Medium,5/21/23 11:00,6/1/23 11:00
LN006913,68232,3/19/23,182000000,14.09,60,1,3,,1,Approved,310219000,Medium,3/19/23 5:25,3/31/23 5:25
LN006914,96437,4/7/23,99000000,23.05,24,1,3,,3,Charged-off,144639000,High,4/7/23 12:53,4/12/23 12:53
LN006915,44409,2/24/23,198000000,19.35,24,1,3,,3,Approved,274626000,High,2/24/23 2:49,2/26/23 2:49
LN006916,29324,3/9/23,256000000,13.61,60,1,1,,3,Approved,430208000,Low,3/9/23 3:41,3/27/23 3:41
LN006917,18738,4/5/23,167000000,24.48,12,2,2,,2,Approved,207881600,Medium,4/5/23 19:59,5/5/23 19:59
LN006918,34054,1/14/23,80000000,10.97,12,2,2,,1,Approved,88776000,Medium,1/14/23 16:41,1/19/23 16:41
LN006919,39709,11/10/23,24000000,10.13,24,1,3,,1,Approved,28862400,Medium,11/10/23 21:54,11/29/23 21:54
LN006920,95643,11/12/23,220000000,22.89,24,1,3,,1,Approved,320716000,High,11/12/23 18:39,12/11/23 18:39
LN006921,10363,5/17/23,258000000,19.15,12,2,1,,1,Approved,307407000,Low,5/17/23 19:22,6/9/23 19:22
LN006922,20358,11/7/23,271000000,11.91,48,3,2,,3,Approved,400104400,Medium,11/7/23 5:00,11/17/23 5:00
LN006923,13240,10/18/23,386000000,9.64,48,3,3,,3,Approved,534841600,Low,10/18/23 11:22,11/14/23 11:22
LN006924,82201,11/10/23,208000000,8.56,36,1,3,,2,Approved,261414400,High,11/10/23 21:07,11/29/23 21:07
LN006925,55689,4/29/23,80000000,11.27,24,1,2,,1,Approved,98032000,High,4/29/23 10:26,4/30/23 10:26
LN006926,11936,11/2/23,266000000,7.51,12,1,3,,1,Approved,285976600,Low,11/2/23 13:27,11/20/23 13:27
LN006927,53965,4/29/23,41000000,7.91,60,3,3,,1,Approved,57215500,Low,4/29/23 10:52,5/27/23 10:52
LN006928,87534,4/29/23,30000000,20.53,60,1,3,,3,Charged-off,60795000,High,4/29/23 15:24,5/22/23 15:24
LN006929,10882,12/18/23,389000000,6.28,48,1,1,,1,Approved,486716800,High,12/18/23 9:00,1/5/24 9:00
LN006930,30224,1/14/23,283000000,13.79,12,1,3,,1,Charged-off,322025700,Low,1/14/23 21:28,1/23/23 21:28
LN006931,40825,7/3/23,170000000,13.1,48,1,3,,3,Approved,259080000,High,7/3/23 21:28,7/30/23 21:28
LN006932,80740,2/10/23,159000000,24.2,48,3,1,,3,Approved,312912000,High,2/10/23 9:18,2/19/23 9:18
LN006933,38885,12/19/23,248000000,14.31,24,1,2,,1,Approved,318977600,High,12/19/23 12:53,12/21/23 12:53
LN006934,50056,9/2/23,110000000,8.22,24,2,3,,1,Approved,128084000,Medium,9/2/23 12:42,9/26/23 12:42
LN006935,13203,3/10/23,374000000,6.77,12,1,2,,2,Approved,399319800,Medium,3/10/23 23:53,3/19/23 23:53
LN006936,70241,9/15/23,163000000,19.65,36,2,2,,2,Approved,259088500,Low,9/15/23 7:19,9/30/23 7:19
LN006937,12244,11/6/23,334000000,7.95,24,2,1,,1,Approved,387106000,Low,11/6/23 6:10,11/17/23 6:10
LN006938,78619,8/29/23,63000000,23.76,36,3,3,,1,Approved,107906400,Medium,8/29/23 12:47,9/27/23 12:47
LN006939,31584,12/31/23,192000000,16.18,48,1,2,,3,Approved,316262400,High,12/31/23 23:25,1/6/24 23:25
LN006940,18521,11/29/23,438000000,13.03,48,2,3,,3,Approved,666285600,Medium,11/29/23 10:49,12/23/23 10:49
LN006941,60017,7/11/23,278000000,18.69,12,1,2,,2,Approved,329958200,Low,7/11/23 9:33,7/25/23 9:33
LN006942,43541,4/5/23,133000000,8.98,12,3,3,,1,Approved,144943400,High,4/5/23 9:46,4/18/23 9:46
LN006943,39063,7/18/23,403000000,12.65,48,1,3,,3,Approved,606918000,Medium,7/18/23 2:36,8/14/23 2:36
LN006944,80268,9/9/23,119000000,5.67,36,2,3,,3,Approved,139241900,Medium,9/9/23 3:44,9/15/23 3:44
LN006945,74952,8/31/23,93000000,22.55,36,1,2,,3,Approved,155914500,High,8/31/23 17:46,9/24/23 17:46
LN006946,49563,3/12/23,267000000,13.51,48,1,1,,3,Approved,411286800,Low,3/12/23 3:19,3/26/23 3:19
LN006947,49752,3/25/23,420000000,20.18,60,2,1,,3,Approved,843780000,Low,3/25/23 23:28,4/18/23 23:28
LN006948,12567,4/9/23,269000000,23.34,60,2,1,,1,Approved,582923000,Medium,4/9/23 18:10,4/26/23 18:10
LN006949,26121,4/26/23,150000000,18.06,36,2,2,,1,Approved,231270000,High,4/26/23 22:43,5/25/23 22:43
LN006950,11674,1/17/23,247000000,12.51,60,1,2,,3,Approved,401498500,High,1/17/23 23:45,2/8/23 23:45
LN006951,86411,7/29/23,215000000,17.39,24,1,3,,2,Approved,289777000,Medium,7/29/23 11:41,8/24/23 11:41
LN006952,76275,1/8/23,103000000,12.21,12,1,2,,1,Approved,115576300,Low,1/8/23 2:54,1/13/23 2:54
LN006953,77081,5/19/23,68000000,16.35,12,2,3,,2,Approved,79118000,Medium,5/19/23 7:17,5/30/23 7:17
LN006954,39140,7/31/23,461000000,13.64,60,2,3,,3,Approved,775402000,Medium,7/31/23 13:02,8/30/23 13:02
LN006955,19327,4/24/23,487000000,8,48,1,3,,3,Approved,642840000,Medium,4/24/23 15:21,5/7/23 15:21
LN006956,80663,12/10/23,94000000,20.6,24,3,1,,2,Approved,132728000,High,12/10/23 6:24,1/8/24 6:24
LN006957,33331,4/14/23,475000000,14.93,60,3,3,,1,Approved,829587500,Medium,4/14/23 17:26,4/23/23 17:26
LN006958,33004,4/15/23,368000000,8.8,48,2,2,,3,Approved,497536000,Medium,4/15/23 0:37,5/9/23 0:37
LN006959,20492,2/3/23,488000000,22.84,48,2,1,,3,Approved,933836800,High,2/3/23 23:27,2/19/23 23:27
LN006960,64797,4/1/23,224000000,22.06,36,2,2,,1,Approved,372243200,Medium,4/1/23 11:32,4/12/23 11:32
LN006961,68095,8/13/23,97000000,16.18,24,2,2,,1,Approved,128389200,Low,8/13/23 4:55,8/30/23 4:55
LN006962,23749,11/12/23,163000000,24.41,24,2,1,,1,Charged-off,242576600,High,11/12/23 1:58,11/25/23 1:58
LN006963,73217,9/8/23,328000000,23.54,36,2,1,,2,Approved,559633600,Medium,9/8/23 7:02,10/7/23 7:02
LN006964,99044,12/19/23,461000000,22.94,48,3,2,,1,Approved,884013600,Medium,12/19/23 18:51,12/28/23 18:51
LN006965,19045,6/16/23,293000000,7.67,48,1,2,,3,Approved,382892400,Medium,6/16/23 22:07,7/1/23 22:07
LN006966,30116,8/23/23,38000000,10.89,60,2,2,,3,Approved,58691000,High,8/23/23 21:57,9/5/23 21:57
LN006967,28667,5/7/23,387000000,13.2,12,2,2,,3,Approved,438084000,High,5/7/23 18:25,5/20/23 18:25
LN006968,85057,8/7/23,290000000,21.64,36,2,3,,1,Approved,478268000,Medium,8/7/23 3:25,8/25/23 3:25
LN006969,84205,7/27/23,433000000,22.42,60,3,2,,1,Charged-off,918393000,High,7/27/23 23:33,8/7/23 23:33
LN006970,37302,1/22/23,351000000,20.03,24,1,1,,2,Approved,491610600,Medium,1/22/23 20:14,2/19/23 20:14
LN006971,21283,11/8/23,140000000,14.45,24,2,1,,3,Approved,180460000,High,11/8/23 7:23,11/29/23 7:23
LN006972,40935,7/14/23,441000000,8.24,24,3,2,,1,Approved,513676800,High,7/14/23 15:10,7/24/23 15:10
LN006973,82534,6/10/23,118000000,5.7,12,1,3,,2,Approved,124726000,High,6/10/23 14:38,7/1/23 14:38
LN006974,41624,7/21/23,153000000,18.99,36,3,1,,2,Approved,240164100,Medium,7/21/23 17:30,8/5/23 17:30
LN006975,23440,11/10/23,111000000,24.88,12,2,1,,1,Approved,138616800,High,11/10/23 10:16,11/25/23 10:16
LN006976,56501,10/20/23,261000000,11.91,48,1,3,,2,Approved,385340400,Medium,10/20/23 3:24,11/12/23 3:24
LN006977,97333,11/1/23,389000000,16.37,48,3,3,,3,Approved,643717200,Medium,11/1/23 18:19,11/1/23 18:19
LN006978,11269,10/2/23,261000000,21.21,24,2,3,,2,Approved,371716200,High,10/2/23 9:32,10/12/23 9:32
LN006979,17868,9/26/23,51000000,8.73,36,2,3,,3,Approved,64356900,Medium,9/26/23 16:57,9/29/23 16:57
